,Unnamed: 0,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS,jc_similarity,path_similarity,cosine_distance
772,858,CAPE,ambulance,827.2258065000001,715.2,31,30,4,0,9,22.41,3.06,0.0,1432.5,NN,,,,0.0,0.0,4.0,8.24,2.62,14.0,4339.0,1446.33,NN,0.04979570768029312,0.08333333333333333,1.0042490134947002
773,859,CAPTAIN,boss,659.962963,647.2424242000001,27,33,2,1,4,124.29,3.8,9.0,1060.0,NN|VB,unclassified,0.013999999999999999,0.07,0.116782174,0.145217949,7.0,208.27,4.03,0.0,12730.0,2121.67,NN|VB,0.06724521068056148,0.08333333333333333,0.7667599022388458
774,860,CAPTAIN,nephew,706.1666667000001,704.2068966,30,29,4,0,6,16.59,2.93,0.0,1111.8,NN,,,,0.167235572,0.15167615,7.0,208.27,4.03,0.0,12730.0,2121.67,NN|VB,0.05827796575331636,0.09090909090909091,0.8723473697900772
775,861,CAPTION,closed,630.6969697000001,703.8,33,30,1,1,6,54.08,3.44,3.0,1881.8,VB|JJ,bpa,0.134,0.04,0.055093034000000006,1.06856529,0.35,1.28,7.0,1.0,14930.0,2488.33,NN|VB,0.043974341823816245,0.09090909090909091,1.0287167057394981
776,862,CAPTION,best,602.3333332999999,621.9677419,30,31,3,0,4,404.37,4.31,16.0,2970.67,JJ|RB,,,,0.053005844,0.094311736,0.35,1.28,7.0,1.0,14930.0,2488.33,NN|VB,NA,0.125,1.0717373117804527
777,863,CAPTIVE,candy,679.15625,671.9333333,32,30,3,0,5,35.78,3.26,6.0,1799.5,NN,,,,0.079643836,0.034203313,2.27,2.07,7.0,0.0,10590.0,1765.0,JJ|NN,0.05545388985727302,0.08333333333333333,0.9691742397844791
778,864,CAPTIVE,prisoner,726.8333332999999,785.3448276,30,29,1,1,8,23.14,3.07,0.0,2971.71,NN,synonym,0.214,0.33,0.08826295,4.123034008,2.27,2.07,7.0,0.0,10590.0,1765.0,JJ|NN,1e+300,1.0,0.9062923565506935
779,865,CAPTURE,busy,710.0666667,635.03125,30,32,4,0,4,106.53,3.74,4.0,737.67,JJ,,,,0.0,0.0,7.0,10.59,2.73,1.0,9674.0,1612.33,NN|VB,NA,0.1,1.0180132780224085
780,866,CAPTURE,kidnap,704.5,738.3548387,30,31,2,1,6,6.49,2.52,0.0,727.2,VB,unclassified,0.046,0.12,0.118862958,0.1963871,7.0,10.59,2.73,1.0,9674.0,1612.33,NN|VB,0.04635997196971261,0.09090909090909091,0.9546730555593967
781,867,CAR,salad,777.2,697.9333333,25,30,3,0,5,17.02,2.94,0.0,1717.5,NN,,,,0.16908773100000002,0.09696935300000001,483.06,4.39,3.0,15.0,4768.0,2384.0,NN,0.05509369286147396,0.0625,1.037326443940401
782,868,CAR,auto,667.53125,798.9333333,32,30,1,1,4,7.67,2.59,1.0,925.33,NN,synonym,0.133,0.6,0.177204558,1.526177595,483.06,4.39,3.0,15.0,4768.0,2384.0,NN,1e+300,1.0,0.707218736410141
783,869,CARAVAN,desert,698.3939393999999,702.6875,33,32,2,1,6,27.98,3.15,0.0,3257.2,NN,script,0.034,0.59,0.09270932900000001,1.0254260929999999,7.0,1.45,1.88,0.0,12211.0,2035.17,NN,0.06580220094929416,0.14285714285714285,0.9600181318819523
784,870,CARAVAN,obstacle,695.862069,753.9310345,29,29,4,0,8,2.59,2.12,0.0,1640.57,NN,,,,0.122219544,0.062700751,7.0,1.45,1.88,0.0,12211.0,2035.17,NN,0.05940064330995553,0.1,1.0217718742787838
785,871,CARBON,murder,599.0,650.46875,30,32,4,0,6,112.1,3.76,0.0,2220.2,NN|VB,,,,0.058901815999999996,0.034480409,6.0,5.24,2.43,1.0,10400.0,2080.0,NN|JJ,0.06408143904772602,0.0625,0.9883605670183897
786,872,CARBON,atom,673.516129,801.1,31,30,2,1,4,2.75,2.15,1.0,2254.67,NN,fpa,0.013000000000000001,0.18,0.11285813,15.48324405,6.0,5.24,2.43,1.0,10400.0,2080.0,NN|JJ,0.10155817251305078,0.25,0.8712665438652039
787,873,CARDBOARD,space,610.2258065000001,717.7575757999999,31,33,4,0,5,66.06,3.53,4.0,1255.75,NN|VB,,,,0.03265616,0.021074475,9.0,2.71,2.14,1.0,10225.0,1278.13,NN,0.05671143004700647,0.1111111111111111,0.9488861560821533
788,874,CARDBOARD,stiff,723.8214286,805.8148147999999,28,27,2,1,5,10.25,2.72,3.0,2312.0,JJ|NN,perceptual property,0.016,0.3,0.059309245,1.517385882,9.0,2.71,2.14,1.0,10225.0,1278.13,NN,0.04975658378127582,0.09090909090909091,0.9375205263495445
789,875,CARDINAL,tail,679.6969697000001,629.1935484,33,31,4,0,4,23.9,3.09,13.0,1409.33,NN|VB,,,,0.013495132,0.0,8.0,4.08,2.32,0.0,18659.0,2665.57,NN|JJ,0.05494648024700487,0.07142857142857142,1.04821140691638
790,876,CARDINAL,rule,579.2121212000001,667.0967742,33,31,2,1,4,48.14,3.39,6.0,1705.0,NN|VB,fpa,0.05,0.06,0.090353092,0.07541477,8.0,4.08,2.32,0.0,18659.0,2665.57,NN|JJ,0.055696206178314854,0.07142857142857142,0.9875268610194325
791,877,CARDS,bass,683.3571429,886.1851852,28,27,3,0,4,7.55,2.59,14.0,1266.67,NN,,,,0.011447637,0.0,48.02,3.39,5.0,8.0,5811.0,1452.75,NN,0.05328527124977355,0.08333333333333333,0.9460408426821232
792,878,CARDS,poker,621.2580644999999,669.4516129,31,31,1,1,5,16.06,2.91,5.0,2091.0,NN,unclassified,0.14400000000000002,0.08,0.10488180300000001,2.484152958,48.02,3.39,5.0,8.0,5811.0,1452.75,NN,0.048594620041865745,0.0625,0.8214932531118393
793,879,CAREER,goal,592.7,689.5483871,30,31,2,1,4,16.75,2.93,4.0,1281.67,NN,fpa,0.025,0.38,0.179865338,0.548704733,6.0,45.2,3.36,3.0,16342.0,3268.4,NN|VB,0.08675503566201001,0.1111111111111111,0.9203322604298592
794,880,CAREER,pepsi,952.8888889000001,775.037037,27,27,4,0,5,,,,,NN,,,,0.040716315,0.0,6.0,45.2,3.36,3.0,16342.0,3268.4,NN|VB,1e-300,0.0625,0.9424250982701778
795,881,CAREFUL,cautious,815.862069,655.8214286,29,28,1,1,8,3.35,2.24,2.0,1948.71,JJ,synonym,0.39399999999999996,0.34,0.321995692,1.863771707,108.82,3.74,7.0,0.0,11201.0,1866.83,JJ,NA,,0.8881921321153641
796,882,CAREFUL,ceremony,706.4193548,748.0,31,30,3,0,8,15.82,2.91,0.0,2724.71,NN,,,,0.154637965,0.454301579,108.82,3.74,7.0,0.0,11201.0,1866.83,JJ,NA,,1.0523683540523052
797,883,CARELESS,disc,759.32,781.25,25,28,4,0,4,2.57,2.12,2.0,1837.67,NN,,,,0.044746525999999995,2.209639553,8.0,4.92,2.4,0.0,20520.0,2931.43,JJ,NA,,0.9093450382351875
798,884,CARELESS,messy,743.0357142999999,734.6666667000001,28,30,2,1,5,6.86,2.55,2.0,2007.0,JJ,unclassified,0.02,0.24,0.08703059,2.866884805,8.0,4.92,2.4,0.0,20520.0,2931.43,JJ,NA,,0.9222085624933243
799,887,CARING,loving,572.9666667,609.6451613,30,31,1,1,6,25.0,3.11,4.0,2718.2,JJ|NN|VB,synonym,0.493,0.47,0.227319,0.281265246,7.04,2.56,6.0,5.0,18456.0,3691.2,VB,0.0562255639048912,0.1,0.6773429811000824
800,888,CARING,neat,635.84,816.4285714,25,28,3,0,4,12.45,2.8,12.0,2757.0,JJ|NN,,,,0.0038670420000000002,0.074243746,7.04,2.56,6.0,5.0,18456.0,3691.2,VB,NA,,0.9771951623260975
801,889,CARNIVAL,toothbrush,733.375,700.7931034,32,29,4,0,10,5.0,2.41,0.0,951.33,NN,,,,0.052031992,0.018542206000000002,8.0,7.12,2.56,0.0,11163.0,1594.71,NN,0.040417847656681334,0.058823529411764705,0.9502814523875713
802,890,CARNIVAL,party,644.5333333,611.2121212000001,30,33,2,1,5,233.14,4.08,6.0,1442.0,NN|VB,category,0.033,0.05,0.08146229099999999,0.11357280300000001,8.0,7.12,2.56,0.0,11163.0,1594.71,NN,0.05209239387353932,0.07692307692307693,0.9386330954730511
803,891,CARPENTER,hammer,725.5806452,785.1034482999999,31,29,2,1,6,12.47,2.8,2.0,2075.0,NN|VB,script,0.13,0.37,0.117562875,0.518073812,9.0,6.0,2.49,0.0,24090.0,3011.25,NN,0.05210240784066456,0.0625,0.9023360013961792
804,892,CARPENTER,push,603.7586207,668.9677419,29,31,4,0,4,70.55,3.56,10.0,1053.0,VB|NN,,,,0.037876383,0.019307375,9.0,6.0,2.49,0.0,24090.0,3011.25,NN,0.055154615088790306,0.06666666666666667,1.0073564145714045
805,893,CARPET,rug,619.59375,643.3103447999999,32,29,1,1,3,10.41,2.73,14.0,490.5,NN,category,0.248,0.56,0.145487847,41.32537317,11.65,2.77,6.0,0.0,8053.0,1610.6,NN|VB,1e+300,1.0,0.779144823551178
806,894,CARPET,mountains,713.3793102999999,760.7272727000001,29,33,3,0,9,18.65,2.98,1.0,2382.5,NN,,,,0.09458193599999999,0.0,11.65,2.77,6.0,0.0,8053.0,1610.6,NN|VB,0.05655878492321748,0.1111111111111111,0.9451616704463959
807,895,CARROT,elephant,721.8787879,762.25,33,32,3,0,8,11.37,2.76,0.0,2003.14,NN,,,,0.07050688,0.040558056,3.82,2.29,6.0,1.0,8394.0,1678.8,NN,0.04675039079570608,0.06666666666666667,0.8817874118685722
808,896,CARROT,rabbit,642.4545455,667.3,33,30,1,1,6,20.94,3.03,0.0,1416.8,NN|VB,unclassified,0.205,0.16,0.110239691,4.520035881,3.82,2.29,6.0,1.0,8394.0,1678.8,NN,0.04562816347641381,0.0625,0.7766134887933731
809,897,CARTON,spinach,795.2,777.5172414,30,29,3,0,7,2.55,2.12,0.0,2158.83,NN,,,,0.066997512,0.014859353999999998,1.88,1.99,6.0,1.0,11743.0,2348.6,NN,0.03541320687200658,0.0625,0.8981063216924667
810,898,CARTON,box,672.0625,700.9677419,32,31,1,1,3,89.75,3.66,10.0,430.0,NN|VB,synonym,0.37200000000000005,0.39,0.28479993,1.173222831,1.88,1.99,6.0,1.0,11743.0,2348.6,NN,0.043246876287283624,0.07692307692307693,0.916615754365921
811,899,CASE,court,611.0666667,619.0,30,32,1,1,5,100.73,3.71,1.0,1626.25,NN|VB,bpa,0.133,0.64,0.08622640699999999,0.969048722,282.41,4.16,4.0,14.0,5286.0,1762.0,NN|VB,0.07318728881038732,0.1,0.8941901177167892
812,900,CASE,lid,711.7241379,667.7692308,29,26,3,0,3,4.92,2.4,12.0,1797.0,NN,,,,0.140990647,0.032970343,282.41,4.16,4.0,14.0,5286.0,1762.0,NN|VB,0.056602895055537124,0.06666666666666667,0.8979568108916283
813,903,CASTLE,temperature,722.5151515,795.9310345,33,29,3,0,11,13.76,2.85,0.0,2803.5,NN,,,,0.08110680099999999,0.102149332,21.55,3.04,6.0,1.0,10656.0,2131.2,NN,0.05367915694737623,0.07142857142857142,1.024608001112938
814,904,CASTLE,sand,622.4848485,624.2333332999999,33,30,1,1,4,20.29,3.02,11.0,1993.67,NN|VB,bpa,0.16,0.13,0.165189643,0.37713807,21.55,3.04,6.0,1.0,10656.0,2131.2,NN,0.0508524297559609,0.06666666666666667,0.955040592700243
815,905,CASUAL,comfortable,708.0,852.2258065,30,31,2,1,11,47.22,3.38,1.0,1553.8,JJ,synonym,0.054000000000000006,0.41,0.089381284,0.562948239,6.0,7.31,2.57,0.0,7616.0,1523.2,JJ,NA,,0.9831741787493229
816,906,CASUAL,con,920.5,828.8421053,12,19,4,0,3,12.63,2.81,16.0,3539.5,NN|VB,,,,0.0164929,0.035630716,6.0,7.31,2.57,0.0,7616.0,1523.2,JJ,NA,,0.8542082011699677
817,907,CATASTROPHE,goal,669.4375,744.2758621,32,29,4,0,4,16.75,2.93,4.0,1281.67,NN,,,,0.12422254,0.035528841,11.0,2.47,2.1,0.0,19761.0,1976.1,NN,0.08291998351698225,0.1111111111111111,1.024434233084321
818,908,CATASTROPHE,tornado,632.5806452,643.1212121,31,33,2,1,7,2.55,2.12,0.0,1276.5,NN,supraordinate,0.027000000000000003,-0.02,0.089377085,0.18741606100000002,11.0,2.47,2.1,0.0,19761.0,1976.1,NN,0.04539375368676789,0.05555555555555555,0.8215514570474625
819,909,CATCH,ball,660.15625,702.5,32,28,2,1,4,104.96,3.73,19.0,1819.33,NN,unclassified,0.155,0.34,0.145031055,1.379877911,5.0,135.51,3.84,6.0,7740.0,1935.0,VB|NN,0.05096341362929616,0.058823529411764705,0.8939540907740593
820,910,CATCH,human,651.0,712.7333332999999,32,30,4,0,5,124.76,3.8,0.0,1520.75,JJ|NN,,,,0.0,0.033161471,5.0,135.51,3.84,6.0,7740.0,1935.0,VB|NN,0.058802663913355174,0.045454545454545456,0.9956663344055414
821,911,CATCHER,baseball,674.5333333,640.9032258,30,31,1,1,8,25.25,3.11,0.0,1422.43,NN,script,0.293,0.72,0.168691975,4.68599732,3.75,2.28,7.0,1.0,15651.0,2608.5,NN,0.04817113975858704,0.047619047619047616,0.785117045044899
822,912,CATCHER,clear,634.1333333,613.6206897000001,30,29,3,0,5,171.82,3.94,2.0,2193.75,JJ|VB|RB,,,,0.082943011,0.160062085,3.75,2.28,7.0,1.0,15651.0,2608.5,NN,NA,0.0625,1.06404297798872
823,913,CATTLE,seller,708.8148147999999,747.4827586,27,29,4,0,6,2.2,2.05,3.0,2992.0,NN,,,,0.053490547,0.021505468,6.0,13.22,2.83,4.0,10492.0,2098.4,NN,0.07134875640808239,0.058823529411764705,0.9553179368376732
824,914,CATTLE,horse,798.2,638.71875,30,32,2,1,5,92.88,3.68,6.0,1862.0,NN|VB,category,0.02,0.18,0.179931368,1.725514825,6.0,13.22,2.83,4.0,10492.0,2098.4,NN,0.4375482437990768,0.1111111111111111,0.7499100565910339
825,917,CAUSE,thursday,697.6875,698.4516129,32,31,4,0,8,24.16,3.09,0.0,774.29,NN,,,,0.064499246,0.055609949000000006,5.0,310.04,4.2,1.0,5770.0,1442.5,NN|VB,0.05593808024539023,0.07142857142857142,0.9609149806201458
826,918,CAUSE,why,584.0625,590.375,32,32,2,1,3,2248.76,5.06,5.0,240.5,minor,unclassified,0.033,0.24,0.11979555800000001,0.12095747300000001,5.0,310.04,4.2,1.0,5770.0,1442.5,NN|VB,NA,0.1,0.8936517462134361
827,919,CAUTION,army,619.09375,653.9333333,32,30,3,0,4,85.69,3.64,2.0,1216.0,NN,,,,0.040691814,0.029105181,5.16,2.42,7.0,1.0,15104.0,2517.33,NN|VB,0.051557283611279904,0.09090909090909091,1.0454616248607635
828,920,CAUTION,danger,630.0625,685.7666667000001,32,30,1,1,6,43.67,3.35,5.0,3061.8,NN,synonym,0.174,0.33,0.080385549,1.0291661909999998,5.16,2.42,7.0,1.0,15104.0,2517.33,NN|VB,0.06103355523610213,0.14285714285714285,0.8267530053853989
829,921,CAUTIOUS,come,711.8484847999999,661.0967742,33,31,3,0,4,3140.98,5.2,15.0,1810.33,VB|NN,,,,0.041526877999999996,0.06797878,3.35,2.24,8.0,2.0,13641.0,1948.71,JJ,NA,0.1,1.0176464952528477
830,922,CAUTIOUS,careful,659.1212121,612.0967742,33,31,1,1,7,108.82,3.74,0.0,1866.83,JJ,synonym,0.513,0.34,0.321995692,1.863771707,3.35,2.24,8.0,2.0,13641.0,1948.71,JJ,NA,,0.736683189868927
831,923,CAVE,hundred,675.0,651.0,30,32,4,0,7,78.73,3.6,0.0,2221.83,minor|NN,,,,0.005587053000000001,0.048891984000000006,4.0,13.98,2.85,16.0,4087.0,1362.33,NN|VB,0.0524147897109889,0.08333333333333333,0.9984710816061124
832,924,CAVE,opening,642.8387097,748.65625,31,32,2,1,7,38.43,3.29,0.0,3093.67,NN|VB,fpa,0.026000000000000002,0.19,0.088363654,0.11854838699999999,4.0,13.98,2.85,16.0,4087.0,1362.33,NN|VB,0.06113078950417594,0.16666666666666666,1.0533727779984474
833,929,CEILING,wall,602.15625,652.6060606000001,32,33,2,1,4,70.69,3.56,13.0,1781.67,NN|VB,category,0.040999999999999995,0.71,0.141721674,2.5460452940000002,7.0,8.35,2.63,2.0,16936.0,2822.67,NN,0.06704921410515768,0.125,0.8212877213954926
834,930,CEILING,red,591.0606061000001,628.4,33,30,4,0,3,148.06,3.88,11.0,4513.5,JJ|NN,,,,0.12439145900000001,0.057403076,7.0,8.35,2.63,2.0,16936.0,2822.67,NN,0.051886129208172475,0.0625,0.8709415644407272
835,931,CELEBRATION,lie,657.5333333,791.0322581,30,31,3,0,3,120.25,3.79,9.0,2000.5,VB|NN,,,,0.05136788900000001,0.071052703,9.88,2.7,11.0,0.0,26778.0,2677.8,NN,0.05264219833984783,0.09090909090909091,1.0572034753859043
836,932,CELEBRATION,party,693.3870968,620.5,31,32,1,1,5,233.14,4.08,6.0,1442.0,NN|VB,synonym,0.6579999999999999,0.12,0.125211306,0.12004911300000001,9.88,2.7,11.0,0.0,26778.0,2677.8,NN,0.05346397356982869,0.1,0.8994235098361969
837,935,CELLAR,attic,730.375,905.9333332999998,32,30,2,1,5,7.84,2.6,1.0,2980.5,NN,antonym,0.047,0.62,0.23434997,5.426191139,6.0,9.37,2.68,1.0,9967.0,1993.4,NN,0.15806835096903302,0.3333333333333333,0.866838812828064
838,936,CELLAR,hair,565.9677419,738.5625,31,32,4,0,4,153.55,3.89,5.0,957.67,NN,,,,0.016519093000000002,0.17112208399999998,6.0,9.37,2.68,1.0,9967.0,1993.4,NN,0.06567900420645671,0.1111111111111111,0.9832418635487556
839,937,CELLO,lot,689.59375,663.8965517000001,32,29,4,0,3,569.92,4.46,16.0,1187.0,NN,,,,0.05289518,0.0,5.0,1.86,1.98,3.0,6452.0,1613.0,NN,1e-300,0.0625,1.0808284729719162
840,938,CELLO,bass,641.3333332999999,668.40625,30,32,2,1,4,7.55,2.59,14.0,1266.67,NN,category,0.04,0.24,0.0,10.72137901,5.0,1.86,1.98,3.0,6452.0,1613.0,NN,1e-300,0.058823529411764705,0.8616452366113663
841,939,CELSIUS,temperature,686.40625,736.625,32,32,1,1,11,13.76,2.85,0.0,2803.5,NN,supraordinate,0.331,0.84,0.074935497,23.13174266,0.37,1.3,7.0,0.0,7002.0,1167.0,JJ|NN,1e-300,0.08333333333333333,0.8165313899517059
842,940,CEMENT,concrete,749.1333333,644.6451613,30,31,2,1,8,7.43,2.58,0.0,2794.86,JJ|NN|VB,synonym,0.085,0.66,0.207901435,6.908171622999999,6.0,4.59,2.37,1.0,11218.0,2243.6,NN|VB,0.6213349345596121,0.5,0.775017499923706
843,941,CEMENT,anxiety,823.6206897000001,734.6666667000001,29,30,4,0,7,6.76,2.54,0.0,1158.17,NN,,,,0.029001678,0.05024448,6.0,4.59,2.37,1.0,11218.0,2243.6,NN|VB,0.045020331171279786,0.07142857142857142,1.0235970076173544
844,942,CEMETERY,neck,757.9666667,673.84375,30,32,4,0,4,59.51,3.48,5.0,1506.33,NN|VB,,,,0.053246439000000007,0.061171044,8.0,8.69,2.65,0.0,16929.0,2418.43,NN,0.050682215158905676,0.07692307692307693,1.0170284155756235
845,943,CEMETERY,grave,737.8666667,811.5625,30,32,2,1,5,26.27,3.13,9.0,1535.5,JJ|NN|VB,script,0.146,0.4,0.037859973,4.271713947,8.0,8.69,2.65,0.0,16929.0,2418.43,NN,0.045471192292521855,0.06666666666666667,0.7310987710952759
846,944,CENTER,middle,584.1818182,662.0322581,33,31,1,1,6,89.2,3.66,5.0,1230.4,NN|JJ,synonym,0.43200000000000005,0.25,0.049748482000000004,0.288966181,45.78,3.37,6.0,1.0,19023.0,3804.6,NN|VB,1e+300,1.0,0.9975775957573205
847,945,CENTER,opening,708.9655172,632.3870968,29,31,3,0,7,38.43,3.29,0.0,3093.67,NN|VB,,,,0.072718329,0.06592222,45.78,3.37,6.0,1.0,19023.0,3804.6,NN|VB,0.12777054780668476,0.16666666666666666,0.9917023917660117
848,946,CENTRAL,center,622.0,598.625,32,32,2,1,6,45.78,3.37,1.0,3804.6,NN|VB,synonym,0.040999999999999995,0.28,0.144380283,0.24400954100000002,7.0,24.75,3.1,0.0,16328.0,2721.33,JJ|NN,0.10670444593392653,0.125,0.9636156633496284
849,947,CENTRAL,lawyer,652.6129032,706.625,31,32,4,0,6,79.51,3.61,1.0,1720.2,NN,,,,0.078261712,0.104794341,7.0,24.75,3.1,0.0,16328.0,2721.33,JJ|NN,0.06692332645483041,0.08333333333333333,1.0144677786156535
850,948,CENTS,dollars,629.71875,660.7419355000001,32,31,1,1,7,78.39,3.6,1.0,1659.33,NN,category,0.41100000000000003,0.75,0.439882489,7.908864242000001,21.84,3.05,5.0,3.0,9472.0,2368.0,NN,0.20257441512001725,0.25,0.7020362019538879
851,949,CENTS,wife,595.1935484,707.0,31,30,3,0,4,348.92,4.25,9.0,514.0,NN,,,,0.109596496,0.125261976,21.84,3.05,5.0,3.0,9472.0,2368.0,NN,0.056560162433508664,0.07142857142857142,1.0081286244094372
852,950,CENTURY,elect,732.3103447999999,720.6896552000001,29,29,3,0,5,1.41,1.86,2.0,1897.75,VB|NN|JJ,,,,0.08894323800000001,0.07439662,20.84,3.03,7.0,0.0,11193.0,1865.5,NN,0.056853780395773414,0.09090909090909091,0.8873127326369286
853,951,CENTURY,year,546.5333333,731.2258065000001,30,31,1,1,4,277.92,4.15,12.0,1654.0,NN,category,0.281,0.1,0.19853869300000002,0.041735283,20.84,3.03,7.0,0.0,11193.0,1865.5,NN,0.12347533340376671,0.3333333333333333,0.9579096511006355
854,952,CERAMICS,crafts,748.1875,694.4375,32,32,2,1,6,1.37,1.85,2.0,1060.8,NN|VB,category,0.02,0.19,0.035240349,2.683754086,8.0,0.57,1.48,0.0,15614.0,2230.57,NN,0.06434319112204841,0.16666666666666666,0.6918711066246033
855,953,CERAMICS,blonde,724.75,667.3870968,32,31,4,0,6,13.92,2.85,0.0,2323.6,JJ|NN,,,,0.239646243,0.068937597,8.0,0.57,1.48,0.0,15614.0,2230.57,NN,0.04133085112863133,0.07692307692307693,0.9242907837033272
856,954,CEREAL,breakfast,698.6969697000001,691.625,33,32,1,1,9,66.29,3.53,0.0,1590.25,NN|VB,supraordinate,0.33299999999999996,0.43,0.165781992,35.99833039,6.35,2.51,6.0,0.0,17215.0,3443.0,NN,0.055099964889619005,0.058823529411764705,0.7730969488620758
857,955,CEREAL,uncle,649.9393938999999,702.2,33,30,3,0,5,124.06,3.8,0.0,1811.75,NN,,,,0.105914077,0.040182845,6.35,2.51,6.0,0.0,17215.0,3443.0,NN,0.06597029580155517,0.09090909090909091,0.9830242842435837
858,956,CEREMONY,sly,676.2307692,710.2857142999999,26,28,4,0,3,2.67,2.14,8.0,987.0,JJ|RB,,,,0.045543482,0.034746779,8.0,15.82,2.91,0.0,19073.0,2724.71,NN,NA,,1.059468537569046
859,957,CEREMONY,graduation,689.84375,938.2258065,32,31,2,1,10,9.8,2.7,0.0,2419.67,NN,bpa,0.065,0.17,0.049817913,3.5287443389999997,8.0,15.82,2.91,0.0,19073.0,2724.71,NN,0.06143047918943231,0.09090909090909091,0.8464861512184143
860,958,CHAIN,china,691.8214286,749.2666667000001,28,30,3,0,5,24.86,3.1,1.0,2731.25,NN,,,,0.103392466,0.048809273,21.22,3.03,5.0,1.0,10476.0,2619.0,NN|VB,0.0485166461435374,0.0625,0.8753249272704124
861,959,CHAIN,saw,627.3870968,632.2580644999999,31,31,1,1,3,402.49,4.31,15.0,481.0,VB|NN,fpa,0.218,0.07,0.06328577099999999,0.100277426,21.22,3.03,5.0,1.0,10476.0,2619.0,NN|VB,0.07543010232531493,0.09090909090909091,0.9990239098551683
862,960,CHAIR,table,599.8787879,615.6774194,33,31,1,1,5,105.63,3.73,4.0,1869.75,NN|VB,category,0.314,0.61,0.306671915,0.742826622,49.24,3.4,5.0,3.0,4390.0,1097.5,NN|VB,0.053347723716789655,0.06666666666666667,0.9074847400188446
863,961,CHAIR,coffee,598.09375,621.4375,32,32,3,0,6,144.53,3.87,2.0,903.4,NN,,,,0.012903296000000002,0.0,49.24,3.4,5.0,3.0,4390.0,1097.5,NN|VB,0.05457288162117024,0.07142857142857142,0.9429345205426216
864,962,CHAIRPERSON,fries,810.7142857000001,637.625,28,32,3,0,5,11.69,2.78,7.0,2248.5,NN|VB,,,,0.009927814,0.040303926000000004,0.12,0.85,11.0,0.0,19340.0,1934.0,NN,0.04996886138818739,0.07692307692307693,0.9757245872169733
865,963,CHAIRPERSON,leader,692.25,763.0322581,32,31,1,1,6,31.16,3.2,6.0,3009.0,NN,,0.17600000000000002,0.41,0.103210219,0.347992518,0.12,0.85,11.0,0.0,19340.0,1934.0,NN,0.30492317963724547,0.3333333333333333,0.8509098291397095
866,964,CHALK,crayon,772.0333333,656.9677419,30,31,2,1,6,0.41,1.34,0.0,1804.6,NN|VB,category,0.02,0.33,0.172050225,5.062317124,5.0,3.59,2.26,0.0,5832.0,1458.0,NN|VB,0.03812563794294426,0.06666666666666667,0.7955871075391769
867,965,CHALK,diamond,648.8387097,616.8387097,31,31,4,0,7,20.65,3.02,0.0,1879.0,NN,,,,0.007767122,0.0,5.0,3.59,2.26,0.0,5832.0,1458.0,NN|VB,0.045073433105929116,0.0625,0.9975725547410548
868,968,CHAMBER,room,666.375,635.8,32,25,1,1,4,439.51,4.35,8.0,1428.67,NN|VB,fpa,0.18,0.25,0.133685429,0.396333506,12.75,2.81,7.0,1.0,11057.0,1842.83,NN,0.29666178023351286,0.25,0.9570849686861038
869,969,CHAMBER,present,676.5,654.0,32,31,3,0,7,89.45,3.66,1.0,3206.67,JJ|NN|RB,,,,0.02001184,0.038695337999999996,12.75,2.81,7.0,1.0,11057.0,1842.83,NN,0.06710579990848387,0.07692307692307693,0.8914441615343094
870,970,CHAMPAGNE,beer,630.5625,679.2903226,32,31,2,1,4,75.49,3.59,12.0,2630.0,NN,category,0.031,0.49,0.173402223,1.245389365,9.0,31.29,3.2,0.0,8886.0,1110.75,NN,0.16199707546852496,0.16666666666666666,0.7204395532608032
871,971,CHAMPAGNE,painting,661.0967742,765.3333332999999,31,30,4,0,8,29.2,3.17,2.0,3931.57,NN|VB,,,,0.033486165,0.07773427,9.0,31.29,3.2,0.0,8886.0,1110.75,NN,0.05416505553496961,0.0625,0.9257123023271561
872,972,CHAMPION,penny,751.21875,686.3,32,30,4,0,5,24.29,3.09,2.0,1500.25,NN,,,,0.009164785,0.0,8.0,20.92,3.03,0.0,12420.0,1774.29,NN|VB,0.04576765605271463,0.07142857142857142,1.0020238712895662
873,973,CHAMPION,boxer,586.0967742,630.2121212000001,31,33,2,1,5,3.84,2.29,5.0,1777.5,NN,unclassified,0.013999999999999999,0.2,0.08588234,3.525164143,8.0,20.92,3.03,0.0,12420.0,1774.29,NN|VB,0.06350852874587126,0.16666666666666666,0.7498489320278168
874,974,CHANCE,luck,654.7666667000001,562.1612903,30,31,1,1,4,153.73,3.89,11.0,655.67,NN,category,0.162,0.51,0.09982674,0.714695235,241.24,4.09,6.0,2.0,9175.0,1835.0,NN|VB,0.1395646730535048,0.16666666666666666,0.9051654860377312
875,975,CHANCE,bow,659.5714286,809.6129032,28,31,3,0,3,20.27,3.01,18.0,725.0,NN,,,,0.024160055,0.081085212,241.24,4.09,6.0,2.0,9175.0,1835.0,NN|VB,0.055706342008637035,0.058823529411764705,1.0028059310279787
